user_id,age,location,signup_date,total_purchases,total_events
2739,54,South Devin,2024-09-30,3.0,16
2740,56,South Zacharyburgh,2025-11-06,6.0,23
2741,43,Lake Christineport,2025-01-14,5.0,17
2742,60,Escobarport,2025-08-20,3.0,17
2743,55,East Marcochester,2025-08-20,7.0,25
2744,58,East Anthonyville,2025-04-11,8.0,25
2745,60,Lake Morganbury,2025-05-26,7.0,21
2746,29,Port Charlesbury,2025-07-01,5.0,22
2747,44,West Christina,2024-07-15,2.0,24
2748,52,North Samantha,2025-07-18,5.0,17
2749,57,South Daniel,2024-08-11,7.0,26
2750,58,South Jefferyland,2025-05-17,13.0,21
2751,47,Lisastad,2025-02-16,3.0,16
2752,31,Christopherland,2024-08-31,3.0,12
2753,53,Woodardhaven,2025-04-08,5.0,24
2754,56,Johnstad,2024-08-23,5.0,24
2755,58,East Rebekah,2026-02-15,2.0,13
2756,21,West Nicholasburgh,2026-02-06,12.0,29
2757,21,Armstrongborough,2025-09-12,2.0,11
2758,24,Davidton,2025-10-03,5.0,18
2759,38,North Dawnmouth,2024-03-13,5.0,22
2760,59,East Alyssaside,2026-02-22,8.0,24
2761,18,Wilsonport,2026-02-12,6.0,21
2762,51,East Timothy,2024-03-14,3.0,19
2763,28,West David,2025-06-27,9.0,21
2764,35,Gilbertfurt,2025-01-24,4.0,22
2765,57,Williamsmouth,2024-10-27,4.0,21
2766,53,West Meredith,2025-06-18,4.0,22
2767,50,New Robertmouth,2024-09-03,3.0,15
2768,43,North Christopherburgh,2024-11-16,2.0,21
2769,38,Hensonfurt,2024-06-18,3.0,14
2770,28,New Daniel,2025-12-25,1.0,17
2771,32,East Kathleenhaven,2026-02-13,6.0,28
2772,20,Maureenhaven,2024-05-17,8.0,16
2773,51,Brianville,2025-03-09,7.0,23
2774,22,Johnberg,2025-04-18,3.0,13
2775,34,Charleston,2025-06-07,6.0,18
2776,45,Harrischester,2025-05-09,5.0,23
2777,29,Davismouth,2025-08-05,4.0,23
2778,35,New Ronaldborough,2024-05-02,5.0,22
2779,52,Josephburgh,2024-10-01,3.0,20
2780,25,Port Juanmouth,2026-03-03,4.0,18
2781,24,Williamhaven,2025-07-25,7.0,18
2782,18,Port Melissa,2025-05-19,8.0,26
2783,29,East Angela,2025-10-27,3.0,18
2784,23,Lauraland,2024-11-11,9.0,22
2785,29,North Andrea,2025-06-28,0.0,7
2786,23,Riveraberg,2024-06-20,2.0,17
2787,24,Fernandezmouth,2025-04-06,6.0,12
2788,33,Shelbyshire,2025-04-19,7.0,21
2789,48,Garciaport,2024-08-30,7.0,22
2790,28,West Sarahshire,2026-01-17,2.0,12
2791,52,Allenbury,2024-09-03,3.0,17
2792,47,Courtneyfort,2025-11-25,4.0,17
2793,56,New Cherylbury,2024-06-09,6.0,25
2794,59,Taylortown,2024-12-03,6.0,28
2795,25,East Christine,2024-06-27,4.0,8
2796,60,South Johntown,2024-12-20,5.0,29
2797,28,Lake Jordan,2024-11-06,5.0,23
2798,43,Denisechester,2024-10-03,6.0,20
2799,23,Andrewbury,2025-12-21,4.0,22
2800,49,North Carolport,2025-03-26,8.0,19
2801,31,Cathyside,2025-10-03,4.0,23
2802,19,Lake Shelley,2026-01-11,2.0,17
2803,44,Owenschester,2025-04-23,7.0,18
2804,26,Claytonview,2025-03-11,2.0,16
2805,38,Moorefurt,2025-11-24,4.0,22
2806,31,Harrisonhaven,2024-08-09,3.0,17
2807,21,Lake Nicholas,2025-04-06,4.0,33
2808,26,Gillside,2025-06-08,4.0,18
2809,45,Josephville,2024-05-23,6.0,16
2810,33,Jonathonshire,2025-09-10,4.0,22
2811,25,Acostaport,2024-06-02,6.0,20
2812,38,South Laurenmouth,2026-02-26,7.0,25
2813,33,Clarkton,2024-05-14,8.0,20
2814,35,Port Wyattbury,2024-09-04,4.0,22
2815,26,West Robert,2025-08-23,1.0,14
2816,19,North Brendaberg,2025-08-14,8.0,18
2817,43,Paultown,2025-08-25,0.0,16
2818,44,Johntown,2025-01-21,3.0,15
2819,56,Port Crystalport,2024-07-10,7.0,27
2820,26,Port Erika,2024-08-10,10.0,25
2821,33,Smithfort,2025-03-15,7.0,28
2822,24,South Jennifer,2025-05-23,6.0,21
2823,33,New Richardberg,2026-01-04,2.0,13
2824,36,Vaughnberg,2025-02-04,10.0,20
2825,45,Port Levibury,2025-03-14,7.0,25
2826,28,Jarvisstad,2025-04-14,4.0,27
2827,49,West Dean,2025-03-19,3.0,21
2828,56,Huntside,2025-05-26,5.0,17
2829,25,New Derekside,2024-09-22,5.0,23
2830,18,Lake Lorifort,2025-03-18,4.0,16
2831,34,Mariamouth,2024-08-12,1.0,12
2832,59,Robertston,2024-10-29,6.0,27
2833,21,Villamouth,2024-07-31,5.0,19
2834,54,Port Dana,2025-01-22,3.0,22
2835,57,Hansenland,2024-10-14,6.0,16
2836,24,New Timothy,2025-11-24,1.0,14
2837,57,North Christopher,2025-05-30,2.0,24
2838,56,Lake Deborah,2025-01-06,7.0,19
2839,36,Port Kennethview,2024-11-04,7.0,20
2840,49,East Nicolebury,2024-05-01,6.0,21
2841,37,New Vickimouth,2025-08-30,5.0,21
2842,50,Lake Benjamin,2025-12-25,4.0,18
2843,40,Madelinehaven,2026-02-16,3.0,15
2844,58,South Christopher,2024-05-08,13.0,18
2845,26,Philipmouth,2024-09-04,2.0,14
2846,29,Warrenside,2025-09-11,7.0,23
2847,19,Delacruzberg,2024-08-23,8.0,19
2848,57,Watsonstad,2025-03-05,7.0,18
2849,55,Port William,2025-02-23,5.0,17
2850,47,Reginashire,2025-12-18,3.0,18
2851,41,West Jeffton,2024-07-02,3.0,19
2852,34,Smithland,2026-01-12,6.0,21
2853,48,Theresaborough,2024-04-20,6.0,19
2854,47,South Stephen,2024-07-29,2.0,10
2855,37,Williamsfort,2024-07-05,5.0,17
2856,36,Martintown,2024-05-21,5.0,23
2857,26,West Monica,2025-02-13,5.0,21
2858,35,North Kimberly,2024-03-29,5.0,11
2859,52,Frazierburgh,2024-11-06,7.0,17
2860,28,Julieberg,2025-09-10,2.0,13
2861,44,Bradfordfort,2025-01-28,4.0,17
2862,32,Stevenhaven,2025-09-04,3.0,19
2863,20,Justinport,2025-12-04,4.0,21
2864,42,West Nicoleville,2025-02-14,5.0,19
2865,34,Lisaton,2025-08-17,5.0,18
2866,43,Michaelmouth,2024-08-08,2.0,13
2867,54,South Melissa,2024-10-13,10.0,25
2868,59,South Isabel,2025-06-01,2.0,17
2869,53,Loganborough,2026-01-19,4.0,19
2870,20,Lake Gregory,2026-01-02,7.0,22
2871,27,Boonemouth,2024-11-22,6.0,17
2872,20,New Melissafort,2024-03-30,6.0,23
2873,55,New Rachael,2024-10-22,2.0,11
2874,37,Vargasland,2025-04-06,9.0,23
2875,18,Hughesborough,2025-11-13,4.0,31
2876,46,Lake Matthewbury,2024-05-10,8.0,27
2877,51,North Jacobfort,2025-08-17,4.0,17
2878,33,Clarkmouth,2024-06-13,7.0,20
2879,38,North Dustinchester,2025-10-01,3.0,19
2880,33,Thomasshire,2024-03-15,7.0,17
2881,47,Durhammouth,2025-07-06,2.0,17
2882,44,Emilyport,2024-12-26,3.0,17
2883,39,Spencerfurt,2025-03-22,4.0,19
2884,59,Davidfurt,2025-03-03,7.0,21
2885,31,Melaniefurt,2025-12-29,1.0,19
2886,29,Burnettstad,2025-09-13,4.0,20
2887,48,Wayneshire,2024-03-19,9.0,22
2888,22,Carpenterton,2024-03-13,5.0,22
2889,32,Lake Danielleborough,2025-11-20,6.0,23
2890,49,Port Richardfurt,2024-09-21,2.0,18
2891,42,Allenburgh,2025-10-04,5.0,15
2892,18,Charlesburgh,2025-04-10,5.0,11
2893,57,East Calvin,2025-05-08,9.0,22
2894,27,North Jimmyberg,2024-06-29,7.0,20
2895,22,Brownshire,2025-06-02,3.0,24
2896,59,Port Jessicastad,2024-06-12,3.0,20
2897,48,Johnsonchester,2025-05-29,4.0,16
2898,54,North Marcusmouth,2024-12-14,7.0,27
2899,27,Valdezview,2024-10-07,8.0,23
2900,27,Lake Markshire,2024-06-19,4.0,14
2901,59,Gordonville,2025-11-14,5.0,21
2902,41,South Michaelshire,2025-09-11,7.0,19
2903,18,Scottland,2024-09-03,5.0,15
2904,41,Baileyton,2025-08-08,6.0,20
2905,37,Port Matthew,2025-09-17,8.0,22
2906,46,Nelsonstad,2025-02-06,7.0,19
2907,18,Lake Daniel,2024-04-21,6.0,14
2908,53,Port Robert,2026-02-06,8.0,20
2909,55,West Jeffrey,2024-08-11,5.0,21
2910,53,Lake Donaldton,2024-09-21,3.0,16
2911,31,Traciechester,2025-02-15,5.0,21
2912,52,Rachaelport,2024-05-26,2.0,21
2913,57,Thomasfort,2026-02-12,5.0,19
2914,50,West Kim,2026-01-06,1.0,17
2915,46,Stevenmouth,2025-10-22,5.0,22
2916,26,Jeremyshire,2025-07-29,5.0,26
2917,51,Williamston,2024-04-19,3.0,19
2918,55,Port Stacy,2024-04-22,3.0,17
2919,46,Valerieview,2024-04-08,5.0,18
2920,47,Margarethaven,2025-09-07,2.0,11
2921,52,Anthonyhaven,2024-12-22,10.0,31
2922,24,New April,2025-06-08,4.0,15
2923,36,South Greg,2025-07-23,2.0,17
2924,32,Frankbury,2025-08-26,3.0,20
2925,59,Crystalhaven,2025-02-05,3.0,18
2926,33,West Alexanderfort,2025-08-25,3.0,15
2927,49,Port Larryburgh,2025-05-08,5.0,23
2928,53,South Chloeborough,2024-11-09,7.0,30
2929,52,Antonioland,2024-09-19,8.0,16
2930,36,Graytown,2024-07-16,3.0,14
2931,21,Perezbury,2025-03-20,5.0,19
2932,49,Lake Williamton,2024-09-12,5.0,26
2933,38,Michaelstad,2024-03-09,4.0,27
2934,30,Johnmouth,2024-06-30,5.0,25
2935,59,Kimberlyfurt,2024-04-12,6.0,17
2936,34,New Melanieville,2024-04-08,1.0,24
2937,30,North Daleburgh,2025-09-22,1.0,24
2938,43,Nancytown,2024-03-20,0.0,12
2939,24,North Benjamin,2024-04-26,6.0,24
2940,54,South Jessica,2026-01-11,6.0,23
2941,26,Leslieport,2025-09-08,5.0,19
2942,30,East Jenniferhaven,2024-10-10,4.0,16
2943,19,Thomasland,2024-04-22,5.0,30
2944,32,West Melvinfort,2025-08-05,5.0,22
2945,48,Port Renee,2024-08-26,2.0,18
2946,41,Richardchester,2025-06-03,4.0,20
2947,40,West Cynthia,2024-05-01,4.0,14
2948,38,North Cindyberg,2024-03-09,3.0,14
2949,22,Wagnerhaven,2026-02-06,3.0,20
2950,31,Lake Johnburgh,2024-08-25,4.0,26
2951,24,Christophermouth,2025-06-20,3.0,20
2952,18,Leonfort,2025-10-18,6.0,18
2953,31,North Noah,2024-10-14,5.0,14
2954,55,Lake Robertville,2025-08-06,5.0,18
2955,23,New Lauren,2025-11-07,7.0,24
2956,33,Jamesmouth,2024-12-19,6.0,19
2957,23,Heatherfort,2026-01-27,5.0,22
2958,57,Pageland,2025-05-27,5.0,22
2959,40,East Adam,2026-02-12,3.0,15
2960,28,Lake Teresaview,2026-01-27,5.0,16
2961,58,Kyleport,2026-01-07,3.0,20
2962,44,Kaylachester,2025-08-20,1.0,13
2963,59,Ericafort,2026-02-01,2.0,20
2964,57,Williamschester,2024-07-03,3.0,19
2965,27,Port Matthewberg,2024-09-13,4.0,22
2966,37,East Karen,2024-08-11,4.0,21
2967,55,Pattersonton,2025-04-26,5.0,20
2968,23,Brandystad,2025-07-15,3.0,17
2969,38,Melissaview,2025-04-04,3.0,19
2970,49,Lake Mariaburgh,2025-05-29,5.0,18
2971,47,West Christophermouth,2026-01-09,8.0,26
2972,55,New Anthonymouth,2024-04-09,7.0,19
2973,56,West Michelle,2025-10-07,3.0,15
2974,20,North Mikeburgh,2024-08-22,7.0,28
2975,58,Judyville,2025-04-15,6.0,27
2976,18,Blackborough,2025-11-19,4.0,20
2977,43,Lake Angela,2024-05-06,6.0,22
2978,44,Josephport,2025-12-21,1.0,18
2979,34,Port Stevenburgh,2024-03-27,8.0,30
2980,24,Combsville,2024-12-08,4.0,20
2981,25,East Janice,2025-06-07,7.0,20
2982,33,Port Aprilberg,2024-11-07,3.0,11
2983,34,East Reginafort,2024-08-27,6.0,21
2984,21,Lake Kimside,2024-03-27,5.0,22
2985,60,Port Annaview,2025-06-22,4.0,23
2986,44,New Debbieton,2025-03-14,7.0,21
2987,34,Aaronshire,2024-03-25,5.0,16
2988,59,East Mitchellhaven,2025-07-06,9.0,17
2989,29,Port Kirsten,2026-02-16,3.0,16
2990,56,East Robert,2024-09-02,8.0,24
2991,42,Stevensonhaven,2026-01-12,5.0,21
2992,33,North Luis,2024-10-14,2.0,12
2993,41,New Marie,2026-01-22,14.0,32
2994,36,Port Ashleyburgh,2024-06-14,7.0,23
2995,44,West Tylerchester,2024-04-25,3.0,16
2996,36,Port Patriciamouth,2024-05-30,6.0,15
2997,59,New Susanmouth,2025-03-27,3.0,17
2998,31,East Gregory,2024-10-24,8.0,30
2999,28,Whiteville,2024-12-24,6.0,23
3000,43,Port Katrina,2025-04-06,6.0,16
3001,42,Port Scott,2024-10-12,6.0,17
3002,44,Danielstad,2024-06-22,8.0,24
3003,40,North Edward,2024-11-11,2.0,18
3004,37,Romerohaven,2024-03-28,5.0,19
3005,26,Jonesburgh,2024-08-24,5.0,23
3006,20,Lake Joanne,2024-03-23,6.0,23
3007,27,Carrollville,2025-02-12,9.0,26
3008,35,Quinnchester,2024-09-22,5.0,19
3009,22,Matthewport,2024-05-22,5.0,20
3010,26,South Pamelamouth,2025-10-23,4.0,16
3011,48,New Alan,2025-09-06,10.0,20
3012,56,Dawnport,2024-05-10,7.0,24
3013,38,Ryanchester,2024-10-07,5.0,24
3014,22,Brianport,2024-08-11,4.0,18
3015,44,Bryanttown,2025-12-23,2.0,24
3016,36,Allisonfurt,2024-04-04,3.0,15
3017,43,West Jack,2026-02-13,5.0,16
3018,24,Nicholasmouth,2026-02-14,3.0,20
3019,49,West David,2025-05-07,1.0,18
3020,33,East Holly,2024-07-29,7.0,18
3021,34,Joseport,2025-09-24,1.0,14
3022,58,Michellestad,2024-10-05,4.0,22
3023,45,Lake Markfurt,2024-12-14,5.0,17
3024,18,West Paul,2025-05-13,1.0,15
3025,42,Brownburgh,2025-02-28,6.0,21
3026,30,North Ashleyfurt,2026-02-20,3.0,19
3027,31,Rosestad,2025-04-06,4.0,24
3028,30,Garciaton,2024-03-14,5.0,22
3029,25,Lake Joshuatown,2025-12-14,5.0,14
3030,35,West Deborah,2024-06-30,5.0,22
3031,60,South Sheilaville,2024-09-05,8.0,21
3032,54,North Jaychester,2025-02-08,11.0,25
3033,20,East Jacobshire,2025-01-25,8.0,23
3034,23,Gonzalezmouth,2025-10-19,4.0,19
3035,47,New Deannastad,2024-04-02,3.0,25
3036,56,Millsville,2024-12-02,2.0,22
3037,48,New Christopher,2024-04-16,2.0,21
3038,56,Cherryfurt,2025-10-03,2.0,18
3039,52,Craigfurt,2025-02-22,6.0,24
3040,19,Beckermouth,2025-02-11,7.0,23
3041,53,West Vanessaland,2025-01-17,4.0,19
3042,28,East Jason,2025-11-21,5.0,23
3043,29,North Erinhaven,2024-05-20,6.0,14
3044,48,West Brandon,2025-07-27,6.0,16
3045,18,Huffmanview,2025-09-05,1.0,13
3046,22,Eugeneton,2025-06-18,5.0,25
3047,48,Port Javier,2025-02-28,4.0,19
3048,21,Karenbury,2024-03-18,7.0,19
3049,44,Calderonport,2025-10-04,7.0,23
3050,53,East Mark,2025-05-26,10.0,24
3051,39,New Williamside,2024-06-27,8.0,21
3052,38,South Jasonland,2025-12-14,5.0,24
3053,51,Westfort,2025-06-07,8.0,28
3054,52,North Stacey,2024-08-03,5.0,24
3055,32,South Amandaburgh,2025-02-17,5.0,29
3056,39,South Craigview,2024-12-11,5.0,21
3057,48,Angelabury,2026-01-14,7.0,18
3058,27,New Terri,2025-09-15,4.0,23
3059,21,North Jessicamouth,2025-04-05,4.0,16
3060,31,East Jennifertown,2024-09-07,4.0,22
3061,39,East Maria,2025-08-05,4.0,23
3062,40,Fergusonburgh,2024-12-26,9.0,21
3063,40,Jamesburgh,2024-04-06,5.0,16
3064,57,Gloverview,2025-10-23,1.0,15
3065,19,Stuartfort,2024-04-06,1.0,15
3066,35,Crawfordberg,2026-01-12,2.0,25
3067,53,Nguyenview,2024-05-22,1.0,18
3068,47,Erinborough,2025-03-09,4.0,17
3069,42,East Seanstad,2025-02-22,9.0,27
3070,19,Stevenland,2025-03-18,3.0,14
3071,42,New Michael,2025-03-14,4.0,15
3072,36,Fordview,2025-04-10,6.0,22
3073,57,Lake Desiree,2025-08-22,2.0,13
3074,50,Jessicaland,2024-09-09,2.0,13
3075,44,East Steven,2025-02-07,3.0,24
3076,19,West Morgan,2025-02-18,5.0,22
3077,35,East Feliciaberg,2025-06-27,5.0,16
3078,32,South Kyle,2024-11-10,4.0,21
3079,54,West Charles,2024-11-18,7.0,27
3080,60,Jesusbury,2025-07-24,4.0,16
3081,49,North Kevin,2025-09-14,6.0,23
3082,52,West Nina,2024-03-09,5.0,14
3083,43,West Amanda,2024-04-04,6.0,12
3084,56,East Christinefurt,2025-03-09,5.0,25
3085,20,East Mary,2024-11-29,6.0,17
3086,44,Gregoryhaven,2024-12-02,4.0,16
3087,32,Millerside,2024-09-17,4.0,20
3088,34,Matthewstad,2024-05-30,7.0,19
3089,47,Lake Jennachester,2024-11-26,8.0,21
3090,26,Port Corey,2025-12-01,2.0,12
3091,47,Jenniferburgh,2024-07-23,6.0,29
3092,58,Jenkinsfurt,2024-05-07,7.0,18
3093,30,Port Christopherton,2024-04-08,5.0,18
3094,38,Hallstad,2025-09-03,7.0,21
3095,24,North Cynthia,2024-11-12,4.0,17
3096,52,Lake Victoria,2024-07-28,4.0,19
3097,27,Stephenfort,2025-12-31,8.0,25
3098,22,Lake Rebecca,2025-09-12,3.0,18
3099,30,South Michaelfurt,2025-07-26,5.0,17
3100,30,Port Michaelside,2026-02-19,8.0,30
3101,18,Perezbury,2024-08-14,4.0,11
3102,41,Seanfurt,2025-07-18,5.0,12
3103,24,West Donaldton,2024-10-03,1.0,9
3104,22,Mirandastad,2024-07-02,6.0,15
3105,42,Port Teresa,2024-12-03,6.0,20
3106,54,South Donaldland,2024-07-15,5.0,20
3107,27,Vanceside,2024-12-10,7.0,20
3108,40,South Paul,2024-04-10,6.0,24
3109,18,Davisside,2026-03-04,5.0,19
3110,25,North Arthurborough,2024-07-01,8.0,17
3111,58,West Brenda,2025-01-21,3.0,17
3112,57,West Anthonyport,2024-06-28,3.0,23
3113,38,Garzatown,2026-01-07,5.0,22
3114,34,Stevenmouth,2025-11-19,6.0,21
3115,20,Juliehaven,2024-04-25,5.0,15
3116,55,Lake Brandonchester,2024-11-26,6.0,21
3117,44,North Amandaville,2024-09-26,6.0,17
3118,19,Port Carlhaven,2024-06-05,6.0,20
3119,51,East Sarahbury,2024-03-10,4.0,21
3120,36,South Vicki,2025-11-05,7.0,18
3121,27,Meganton,2025-03-16,1.0,18
3122,25,Mollybury,2025-05-24,3.0,16
3123,48,Millertown,2026-02-13,4.0,22
3124,22,East Brandon,2025-07-01,6.0,23
3125,36,Lake Adam,2025-04-19,2.0,18
3126,45,Juliaborough,2024-04-30,4.0,20
3127,31,Eugenefurt,2026-01-03,5.0,32
3128,31,South Rogerfort,2025-04-28,7.0,22
3129,33,North Jaybury,2025-08-27,4.0,19
3130,59,Port Tracy,2025-11-08,4.0,19
3131,34,Leefort,2025-10-06,5.0,11
3132,50,Port Feliciaburgh,2025-09-09,2.0,16
3133,32,Robertsside,2025-05-09,5.0,19
3134,40,Lake Robertland,2025-09-03,1.0,15
3135,53,Lake Stephen,2025-08-25,7.0,20
3136,47,Justinview,2024-06-19,5.0,24
3137,33,East William,2025-10-27,6.0,18
3138,41,Cainmouth,2024-12-13,10.0,26
3139,27,Port Jonhaven,2025-07-20,13.0,26
3140,52,Faulknerchester,2024-09-08,2.0,12
3141,49,Gilbertton,2026-01-09,4.0,27
3142,52,Port Derek,2025-02-21,5.0,30
3143,24,East Brady,2024-08-04,4.0,16
3144,24,Samuelchester,2025-09-06,4.0,26
3145,32,Port Jonathonland,2025-07-04,5.0,19
3146,50,East Kendra,2024-08-14,7.0,24
3147,37,New Craig,2025-01-03,4.0,13
3148,29,Lisamouth,2024-06-17,7.0,24
3149,49,Port Reneeville,2025-08-10,5.0,14
3150,28,Huntburgh,2024-07-17,5.0,16
3151,37,New David,2025-04-22,7.0,24
3152,37,Lake Christina,2025-07-06,11.0,26
3153,50,New Marymouth,2025-09-29,7.0,23
3154,47,Port Lauren,2025-06-22,5.0,23
3155,55,Jordanstad,2024-08-04,1.0,13
3156,39,West Luis,2024-08-18,5.0,14
3157,33,Deborahville,2026-02-24,5.0,19
3158,60,Tracitown,2025-03-21,7.0,23
3159,29,Rushborough,2025-09-08,3.0,20
3160,40,Corteztown,2024-03-22,6.0,21
3161,45,Port Anthonybury,2024-12-21,8.0,17
3162,52,Perezton,2026-01-22,3.0,25
3163,45,Julietown,2025-02-20,4.0,20
3164,31,West Coryview,2024-11-19,4.0,19
3165,55,Kathleenville,2025-08-05,2.0,12
3166,38,Jamesfurt,2026-01-22,5.0,23
3167,25,Goldenberg,2025-11-22,2.0,24
3168,47,North Brandon,2024-12-18,6.0,23
3169,43,Odommouth,2025-07-16,5.0,18
3170,60,Williamfurt,2025-05-13,4.0,23
3171,21,South Nicole,2025-03-06,4.0,20
3172,43,Lake Elizabethside,2024-12-29,9.0,27
3173,59,New Hannah,2024-12-16,3.0,20
3174,50,Port Seanborough,2024-05-30,11.0,29
3175,26,Port Sarahfort,2025-02-15,8.0,23
3176,24,East Christophertown,2024-12-31,3.0,15
3177,35,Barnesberg,2024-07-20,8.0,24
3178,31,Lake Ashleyborough,2025-07-24,4.0,18
3179,32,Robertfort,2025-04-19,7.0,26
3180,29,New Karenfort,2025-09-16,4.0,17
3181,30,East Angelabury,2025-10-26,3.0,22
3182,56,Linchester,2024-04-23,2.0,17
3183,26,South Christopherside,2024-10-05,7.0,20
3184,24,Walkerchester,2025-01-19,5.0,24
3185,34,Lake Katherine,2025-12-19,5.0,15
3186,47,South Connortown,2025-02-20,1.0,20
3187,22,Emilyburgh,2026-01-22,4.0,16
3188,18,East Jose,2024-12-26,5.0,20
3189,28,New Nicolefurt,2024-08-14,5.0,31
3190,42,South Jenniferhaven,2025-11-30,8.0,22
3191,25,Jonesbury,2025-11-17,3.0,17
3192,45,Cooktown,2025-06-16,3.0,22
3193,53,Stephaniemouth,2026-02-12,5.0,21
3194,19,East Wesleyshire,2025-02-23,3.0,17
3195,53,West Roger,2025-12-01,7.0,14
3196,50,Scottstad,2025-09-09,6.0,34
3197,48,Robertsonside,2026-03-05,8.0,17
3198,19,Marquezberg,2024-04-20,6.0,25
3199,60,Nelsonmouth,2025-09-24,7.0,26
3200,22,Adamsshire,2024-05-06,4.0,17
3201,56,Port Stephanie,2024-10-06,3.0,17
3202,18,Cindyville,2025-06-07,4.0,21
3203,49,Martinside,2024-12-08,3.0,18
3204,36,Monicafurt,2024-12-16,2.0,15
3205,37,Caldwellborough,2026-01-09,4.0,30
3206,27,Lynnville,2024-09-17,7.0,16
3207,45,Coleton,2025-01-13,3.0,15
3208,25,North Shannonmouth,2024-08-11,5.0,21
3209,48,Orrstad,2025-10-05,7.0,19
3210,38,Jamesmouth,2025-02-12,5.0,23
3211,60,Westside,2024-08-31,5.0,20
3212,32,Port Johnborough,2024-10-23,6.0,19
3213,59,Lake Ashleybury,2026-02-01,3.0,14
3214,48,West Jeremy,2024-07-16,7.0,24
3215,41,East Andreatown,2024-07-26,4.0,16
3216,26,Adamside,2025-07-25,2.0,16
3217,46,West Toni,2025-05-11,3.0,19
3218,36,Biancaview,2025-01-23,7.0,22
3219,47,Lisaborough,2026-02-17,4.0,25
3220,34,Molinaville,2026-02-16,7.0,22
3221,24,Patriciabury,2024-12-31,5.0,26
3222,52,New Matthew,2025-07-19,5.0,24
3223,46,Padillaport,2025-11-13,6.0,25
3224,57,Tiffanyview,2024-09-12,4.0,15
3225,27,East Marvin,2025-02-21,8.0,25
3226,30,Hurleystad,2024-07-06,5.0,17
3227,46,Ericksonville,2025-08-07,2.0,21
3228,46,Paulhaven,2025-08-12,3.0,12
3229,48,Port Patrickmouth,2024-11-04,12.0,28
3230,59,East Trevormouth,2025-04-28,4.0,14
3231,24,Whitneytown,2026-01-06,1.0,16
3232,55,Fordberg,2024-12-02,1.0,16
3233,60,Donnamouth,2024-08-01,5.0,20
3234,22,South Richardmouth,2024-06-08,3.0,15
3235,50,East Matthew,2025-12-04,3.0,24
3236,55,Brownstad,2025-07-10,9.0,23
3237,31,Teresastad,2025-02-18,2.0,19
3238,58,Hansenmouth,2025-08-27,7.0,20
3239,24,Scottmouth,2025-12-06,2.0,17
3240,44,Nancyville,2025-02-04,2.0,15
3241,53,Lake Robertstad,2026-01-04,9.0,29
3242,30,East Laurenton,2025-06-22,4.0,29
3243,54,Kylefurt,2024-08-03,3.0,21
3244,42,Kathrynhaven,2024-12-29,4.0,12
3245,31,Richardburgh,2024-12-14,7.0,24
3246,57,South Sharonstad,2024-07-29,7.0,22
3247,55,East Julie,2024-05-10,3.0,14
3248,51,New Cathyfurt,2025-04-28,4.0,20
3249,49,Patriciachester,2025-01-03,3.0,20
3250,27,Mossville,2025-07-25,9.0,23
3251,31,South Rachel,2024-07-22,4.0,13
3252,22,New Yvonnestad,2026-01-11,8.0,18
3253,52,Nicholaschester,2025-07-28,7.0,19
3254,40,Port Adriantown,2025-06-10,9.0,26
3255,41,Kristinaville,2025-06-23,8.0,19
3256,45,Lake Lisa,2024-08-04,3.0,21
3257,38,Harrischester,2025-09-03,7.0,16
3258,56,Lake Jefferybury,2026-01-09,6.0,20
3259,30,Phillipland,2024-04-17,6.0,17
3260,26,Janetberg,2025-01-18,7.0,20
3261,26,South Justin,2025-02-28,5.0,16
3262,58,Stevenside,2025-10-30,4.0,16
3263,42,Phelpsfurt,2025-01-10,5.0,25
3264,43,Carolinetown,2025-02-26,8.0,26
3265,29,Danielshaven,2026-02-10,3.0,28
3266,19,Lucerohaven,2025-03-02,9.0,22
3267,45,Matthewstown,2025-09-29,6.0,26
3268,29,Garciaside,2024-07-03,5.0,25
3269,51,North James,2024-08-25,8.0,23
3270,42,Russellside,2025-09-17,3.0,17
3271,48,Lake Ashleyberg,2025-01-20,7.0,19
3272,42,Jessicafurt,2025-06-09,12.0,29
3273,58,Lake Emily,2024-03-28,6.0,22
3274,21,Robinsonshire,2025-10-27,5.0,17
3275,37,Johnsonshire,2025-07-25,5.0,18
3276,60,Lake Debbiefort,2026-02-02,3.0,13
3277,45,Karenmouth,2024-04-02,5.0,16
3278,49,Michaelland,2025-07-12,10.0,30
3279,35,Sampsonburgh,2024-05-06,4.0,29
3280,20,Collinsborough,2025-05-08,7.0,32
3281,30,Matthewbury,2024-10-30,5.0,18
3282,52,Jeffreyport,2024-10-07,12.0,25
3283,38,West Crystal,2025-05-11,6.0,25
3284,20,Lake James,2024-11-03,4.0,14
3285,48,Brianchester,2024-12-20,4.0,17
3286,53,Amandaview,2024-07-22,6.0,18
3287,39,Victoriaberg,2025-12-15,3.0,12
3288,53,Brownstad,2025-11-29,6.0,24
3289,20,East Fredland,2025-02-10,7.0,19
3290,33,Quinnborough,2024-12-20,2.0,12
3291,18,Reedport,2025-05-27,5.0,12
3292,35,Perkinsberg,2025-11-03,3.0,21
3293,28,Rowehaven,2024-11-17,6.0,23
3294,35,Joshuaville,2025-03-13,2.0,17
3295,22,Hessmouth,2025-05-03,3.0,19
3296,30,Rodriguezview,2024-06-19,3.0,20
3297,29,Calvinton,2024-03-22,6.0,22
3298,33,North Sydney,2025-06-30,4.0,17
