user_id,age,location,signup_date,total_purchases,total_events,segment
1247,45,Patelland,2025-12-12,0.0,15,0
1248,56,Angelahaven,2024-06-06,4.0,17,0
1249,38,Hoffmantown,2025-03-15,6.0,25,2
1250,37,Abigailburgh,2026-01-12,8.0,18,3
1251,18,Emilyview,2024-07-20,7.0,28,1
1252,57,Baldwinview,2024-04-29,7.0,21,3
1253,27,Alvaradofort,2025-01-07,5.0,21,2
1254,42,Barnesville,2024-08-06,3.0,15,0
1255,38,West Angela,2026-01-20,1.0,6,0
1256,57,South Kristyview,2024-05-30,7.0,23,1
1257,19,New Jameshaven,2025-04-15,5.0,15,3
1258,47,North Kevin,2024-07-22,8.0,30,1
1259,31,Roseport,2025-06-03,3.0,20,2
1260,44,Johnsonside,2026-01-13,5.0,20,3
1261,35,East Ryanshire,2024-05-24,5.0,20,3
1262,37,Lake Kennethland,2025-09-17,7.0,24,1
1263,34,East Peter,2024-10-26,3.0,17,0
1264,29,Lake Sarah,2025-06-16,11.0,24,1
1265,25,Rochafort,2024-03-10,5.0,26,2
1266,41,Harrisonport,2025-03-07,6.0,22,2
1267,45,West Gracetown,2025-02-23,4.0,17,0
1268,48,Jaclynshire,2026-02-10,4.0,18,3
1269,18,Marthatown,2025-11-30,4.0,16,0
1270,46,Parsonsmouth,2024-04-01,7.0,22,1
1271,23,North Ashley,2024-04-18,3.0,17,0
1272,31,Rogersfort,2024-03-23,3.0,14,0
1273,48,Johnmouth,2024-03-10,7.0,17,3
1274,49,East Seth,2024-06-05,4.0,21,2
1275,18,Kellystad,2026-01-14,5.0,29,2
1276,56,Hamiltonhaven,2025-11-28,3.0,14,0
1277,28,Morganton,2024-10-31,6.0,25,2
1278,40,Wendyside,2025-02-24,7.0,20,3
1279,47,Port Stephanie,2025-06-22,3.0,17,0
1280,46,Gonzalezbury,2025-03-18,7.0,15,3
1281,55,North Juanmouth,2025-09-21,5.0,19,3
1282,20,Port Peter,2024-03-26,3.0,24,2
1283,50,Williamburgh,2024-09-06,3.0,18,0
1284,37,Smithtown,2024-03-18,3.0,23,2
1285,18,Pierceberg,2025-04-28,2.0,25,2
1286,37,Port Ericshire,2024-09-27,9.0,24,1
1287,60,North Beverly,2025-10-20,4.0,19,3
1288,22,Ashleyberg,2024-05-21,7.0,22,1
1289,22,Trevorland,2024-09-28,12.0,34,1
1290,37,East Matthewland,2024-09-11,4.0,13,0
1291,46,Rodriguezhaven,2025-10-17,0.0,17,0
1292,55,North Brian,2025-02-08,8.0,24,1
1293,36,New Chelsea,2024-05-09,2.0,28,2
1294,36,Port Alexandra,2025-07-11,3.0,17,0
1295,31,North Jacquelinebury,2025-07-05,4.0,17,0
1296,22,Wrightborough,2024-07-08,5.0,18,3
1297,36,Danielton,2024-12-02,7.0,15,3
1298,35,South Tyler,2025-03-06,3.0,11,0
1299,21,Marcusville,2025-06-07,5.0,20,3
1300,42,South Richard,2024-12-14,5.0,24,2
1301,28,Port George,2024-04-14,7.0,27,1
1302,23,South Michele,2024-04-10,4.0,29,2
1303,60,Duncanview,2024-07-16,2.0,13,0
1304,53,Dannyburgh,2025-11-08,2.0,18,0
1305,23,Sandrashire,2025-04-13,4.0,22,2
1306,21,Port Annton,2026-02-28,3.0,12,0
1307,49,East Carlos,2026-02-16,7.0,22,1
1308,42,Stevensonmouth,2025-01-16,4.0,18,3
1309,51,Larryside,2025-11-25,7.0,20,3
1310,21,South Crystalbury,2025-11-24,4.0,21,2
1311,50,Paulaport,2024-09-01,4.0,25,2
1312,53,Rosechester,2025-09-16,12.0,31,1
1313,28,Gutierrezstad,2024-09-17,4.0,12,0
1314,23,Ramoshaven,2025-09-10,2.0,13,0
1315,21,Williamsmouth,2025-08-15,10.0,25,1
1316,47,South Raymondland,2024-10-26,7.0,27,1
1317,47,New Johnnyview,2024-05-13,5.0,19,3
1318,21,Lake Matthewfort,2025-11-14,4.0,25,2
1319,39,Veronicafort,2026-01-08,4.0,22,2
1320,51,New Johnbury,2025-04-27,7.0,21,3
1321,52,Lake Charlesville,2025-02-02,3.0,15,0
1322,25,Martinezborough,2025-05-11,3.0,24,2
1323,25,New Andrew,2025-08-02,6.0,21,3
1324,42,North Vanessashire,2024-07-17,5.0,14,3
1325,55,Lake Nicholasland,2025-08-22,5.0,28,2
1326,39,Lake Kaylaburgh,2024-09-24,7.0,18,3
1327,21,Port Brianborough,2025-06-28,2.0,15,0
1328,60,Port Reginaberg,2026-01-18,4.0,15,0
1329,18,Jimenezbury,2024-04-16,6.0,19,3
1330,60,North Staceyborough,2024-06-13,7.0,18,3
1331,41,Torresland,2024-11-30,5.0,18,3
1332,44,Port George,2025-11-28,3.0,22,2
1333,35,South Daniel,2024-09-01,4.0,12,0
1334,23,Port Brendafurt,2025-12-04,5.0,24,2
1335,45,West Kristin,2024-09-07,4.0,21,2
1336,29,North Edwardshire,2024-07-20,6.0,27,1
1337,34,Pricefort,2025-01-29,1.0,15,0
1338,22,Michaeltown,2025-01-16,7.0,17,3
1339,23,West Jeffrey,2026-02-18,4.0,22,2
1340,31,Allenborough,2024-05-31,6.0,18,3
1341,48,South Richard,2024-08-11,4.0,16,0
1342,28,Lake Anthonyview,2026-01-05,5.0,23,2
1343,54,Josephburgh,2026-02-20,10.0,26,1
1344,43,Monroebury,2025-01-28,7.0,18,3
1345,32,North Kimberlymouth,2025-01-11,6.0,22,2
1346,37,New Jeffrey,2025-02-12,7.0,21,3
1347,21,Port Richardshire,2024-04-22,4.0,20,2
1348,45,Cooperside,2024-07-09,2.0,18,0
1349,25,Catherinemouth,2025-06-16,3.0,14,0
1350,57,Candiceborough,2025-07-18,3.0,17,0
1351,50,Jonestown,2024-07-21,10.0,22,1
1352,29,Bradleyfurt,2025-07-21,5.0,22,2
1353,52,Larsonberg,2024-03-14,2.0,9,0
1354,25,Jamesland,2025-09-30,4.0,17,0
1355,24,Dannyville,2024-11-22,4.0,19,3
1356,21,West Robertbury,2025-07-02,7.0,25,1
1357,20,New Tanya,2024-06-25,4.0,24,2
1358,56,Harpermouth,2024-03-22,5.0,18,3
1359,36,Hollandborough,2024-05-13,7.0,28,1
1360,25,Anthonyville,2025-06-15,4.0,16,0
1361,51,East Annette,2025-01-09,11.0,19,1
1362,55,North Christopherchester,2025-11-18,4.0,21,2
1363,42,North Robertmouth,2025-05-21,5.0,20,3
1364,50,Brendachester,2024-04-08,3.0,17,0
1365,40,East Matthewstad,2024-06-03,3.0,18,0
1366,50,Lake Vanessa,2025-09-15,7.0,29,1
1367,45,Brandonville,2025-04-07,10.0,26,1
1368,56,Port Ericachester,2024-10-15,5.0,21,2
1369,19,Parkerton,2024-07-13,8.0,28,1
1370,34,Stevenstad,2025-01-08,3.0,17,0
1371,51,South Rebecca,2025-02-14,2.0,21,2
1372,33,South Adam,2024-10-20,1.0,15,0
1373,53,East Dustin,2024-09-24,1.0,19,0
1374,34,Carsonfort,2024-09-11,5.0,17,3
1375,19,Katherinemouth,2026-02-24,4.0,26,2
1376,50,Reyesmouth,2024-07-22,2.0,11,0
1377,23,Michaelstad,2024-05-29,5.0,20,3
1378,60,North Taylorview,2024-05-05,4.0,22,2
1379,22,Peterborough,2025-04-18,7.0,27,1
1380,40,New Keithton,2024-10-13,3.0,18,0
1381,57,Laurashire,2024-10-20,5.0,18,3
1382,22,Navarroville,2025-09-10,3.0,17,0
1383,44,Lake Heather,2024-12-17,2.0,18,0
1384,36,Mcintoshfort,2025-02-15,3.0,13,0
1385,33,New Ryan,2025-12-19,4.0,22,2
1386,48,Jaimeland,2024-09-22,7.0,14,3
1387,49,West Jonathan,2025-05-14,4.0,24,2
1388,48,Port Thomasmouth,2025-12-17,4.0,14,0
1389,44,West Meaganmouth,2025-12-15,3.0,12,0
1390,41,Tammyfort,2025-08-29,9.0,27,1
1391,19,East Stacy,2025-11-15,8.0,31,1
1392,37,Port Brittany,2025-07-24,3.0,21,2
1393,19,Kingmouth,2024-06-24,4.0,15,0
1394,54,West Loriborough,2025-04-12,7.0,25,1
1395,39,Johnsonborough,2025-04-30,2.0,17,0
1396,59,Lake Phillipburgh,2024-04-29,7.0,26,1
1397,48,West John,2024-04-10,8.0,24,1
1398,19,South Janetfort,2025-03-19,5.0,15,3
1399,40,Heatherport,2025-11-17,4.0,20,2
1400,60,Williamborough,2024-05-31,10.0,30,1
1401,18,Whiteside,2025-10-16,3.0,16,0
1402,42,Kimberlyberg,2025-04-06,8.0,25,1
1403,18,Kimton,2025-11-27,8.0,24,1
1404,21,Kathleenchester,2024-07-06,4.0,17,0
1405,48,Brianview,2025-05-26,6.0,18,3
1406,49,Port Jessicabury,2025-03-30,7.0,21,3
1407,48,Rodgersshire,2024-08-29,3.0,18,0
1408,39,North Justin,2024-06-19,4.0,15,0
1409,23,Michelletown,2024-07-11,5.0,22,2
1410,60,Port Joshua,2025-04-07,2.0,18,0
1411,27,Edwardston,2025-11-14,8.0,22,1
1412,42,Macdonaldmouth,2026-02-25,5.0,19,3
1413,45,Tylerchester,2024-07-18,6.0,17,3
1414,25,Martinview,2024-07-14,7.0,26,1
1415,36,West Matthewshire,2025-12-25,7.0,28,1
1416,53,Jamesstad,2025-02-11,3.0,20,2
1417,24,Allenland,2025-01-25,5.0,22,2
1418,56,Lake Paulland,2025-12-23,5.0,16,3
1419,31,West Stacystad,2024-05-11,4.0,18,3
1420,56,Brendaberg,2025-12-07,6.0,22,2
1421,44,East Heatherchester,2024-12-21,9.0,32,1
1422,26,South Mary,2025-12-12,3.0,22,2
1423,26,Lake Kellyside,2024-11-14,6.0,21,3
1424,25,Anitatown,2024-10-05,5.0,15,3
1425,48,North Savannah,2025-05-19,5.0,13,0
1426,46,Danielburgh,2024-04-13,2.0,14,0
1427,26,West Christineland,2025-09-05,3.0,20,2
1428,36,Alyssaland,2025-08-10,3.0,16,0
1429,35,New David,2024-03-21,5.0,23,2
1430,44,South John,2024-10-18,8.0,19,3
1431,52,North Johnmouth,2025-10-21,3.0,19,0
1432,25,Susanside,2025-05-05,4.0,15,0
1433,32,Port Jessica,2025-10-28,7.0,19,3
1434,39,East Alexander,2024-04-20,3.0,15,0
1435,36,West Louisbury,2025-03-25,2.0,12,0
1436,51,Lake Manuelchester,2025-03-01,5.0,19,3
1437,26,Port Sabrina,2025-01-30,3.0,15,0
1438,21,Santosfort,2025-12-21,6.0,20,3
1439,59,Christopherburgh,2025-04-25,4.0,21,2
1440,60,South Heatherport,2024-09-23,9.0,27,1
1441,19,Leeton,2025-10-28,7.0,19,3
1442,26,New Johnside,2024-11-15,2.0,16,0
1443,39,North Mark,2024-10-09,5.0,22,2
1444,43,Gutierrezberg,2025-09-28,4.0,20,2
1445,20,East Jamiestad,2024-11-18,6.0,13,3
1446,21,Ericaberg,2025-07-14,1.0,10,0
1447,19,Dorothybury,2025-09-27,10.0,34,1
1448,51,Guzmanchester,2025-08-06,4.0,18,3
1449,18,Justinstad,2025-05-23,9.0,21,1
1450,22,Lake Robert,2025-03-29,3.0,16,0
1451,27,Alexandermouth,2024-12-15,4.0,19,3
1452,53,Amyfort,2025-09-02,7.0,21,3
1453,18,North Michaelmouth,2024-04-20,8.0,20,3
1454,20,West Josephfort,2024-12-30,1.0,20,0
1455,46,Johnsonview,2025-07-18,6.0,28,1
1456,43,Singhborough,2025-06-28,7.0,23,1
1457,31,Brownborough,2025-04-15,5.0,21,2
1458,57,West Brent,2024-12-28,5.0,20,3
1459,22,South James,2025-04-28,3.0,16,0
1460,36,Davidmouth,2024-11-07,12.0,34,1
1461,28,South Caroline,2024-05-28,6.0,16,3
1462,42,North Charles,2024-04-21,7.0,23,1
1463,31,Port Ryan,2024-10-25,8.0,18,3
1464,30,South Carolynview,2025-11-16,7.0,19,3
1465,52,New Stephanie,2025-06-23,2.0,22,2
1466,34,North Michael,2024-06-17,4.0,18,3
1467,59,Donnastad,2024-06-28,2.0,24,2
1468,42,Port Cody,2024-11-17,5.0,20,3
1469,48,Mcgeetown,2026-02-19,3.0,16,0
1470,54,Wufurt,2025-11-20,6.0,24,2
1471,31,Hannahborough,2025-02-17,6.0,25,2
1472,37,Port Michelle,2024-08-03,7.0,20,3
1473,50,Joshuahaven,2026-01-31,6.0,27,1
1474,48,New Olivia,2025-01-18,4.0,17,0
1475,23,Markborough,2024-12-31,5.0,23,2
1476,41,Port Megan,2024-09-01,4.0,17,0
1477,21,West Ashleyfort,2024-11-12,4.0,17,0
1478,58,Port Sarah,2024-11-22,5.0,22,2
1479,49,North Victoriashire,2026-01-26,5.0,20,3
1480,31,South Angelicachester,2025-02-28,2.0,10,0
1481,27,Port Roberto,2024-03-30,4.0,16,0
1482,39,South Ellenborough,2024-12-02,7.0,24,1
1483,55,Taylorborough,2025-06-29,10.0,26,1
1484,40,North Lisafurt,2025-06-07,8.0,22,1
1485,60,Hudsonland,2026-02-15,5.0,25,2
1486,46,Novakmouth,2026-02-01,9.0,25,1
1487,25,Zhangmouth,2025-09-10,2.0,15,0
1488,19,Port Latoya,2025-11-28,2.0,18,0
1489,27,West Jillview,2026-02-03,5.0,20,3
1490,28,Codyshire,2025-01-08,9.0,22,1
1491,26,Sanfordview,2025-01-07,2.0,14,0
1492,27,West Timothychester,2025-06-22,4.0,17,0
1493,33,South Jerry,2024-03-17,2.0,22,2
1494,25,Jerryborough,2024-03-19,2.0,26,2
1495,33,Whitetown,2024-07-02,4.0,20,2
1496,60,South Jessicastad,2025-06-17,6.0,24,2
1497,30,East Jeffrey,2026-02-21,3.0,26,2
1498,34,Lake Sean,2026-02-21,4.0,12,0
1499,51,Lake Lisaberg,2025-10-12,6.0,19,3
1500,27,West Craigmouth,2026-02-12,4.0,16,0
1501,35,West Heather,2025-12-06,2.0,12,0
1502,31,Kevinside,2025-04-20,6.0,28,1
1503,38,East Natasha,2024-12-26,6.0,15,3
1504,18,East Kristine,2025-06-09,2.0,21,2
1505,41,Fostershire,2025-10-13,4.0,17,0
1506,40,East Denisefort,2024-07-06,4.0,26,2
1507,19,South Jody,2025-06-29,3.0,11,0
1508,24,Port Drew,2024-05-12,7.0,27,1
1509,57,West Suzanne,2025-05-08,5.0,26,2
1510,29,East Tracy,2024-12-02,4.0,18,3
1511,49,Allenfort,2025-05-24,5.0,18,3
1512,44,Joshuashire,2024-11-05,7.0,24,1
1513,29,Waltersshire,2024-07-07,6.0,23,2
1514,37,East Lisaville,2024-05-07,6.0,23,2
1515,26,Meganview,2026-02-25,2.0,24,2
1516,25,Heathermouth,2025-11-04,6.0,21,3
1517,44,West Melissa,2025-07-01,6.0,19,3
1518,37,Fergusonfurt,2025-01-29,6.0,24,2
1519,55,West Johnfurt,2025-04-02,7.0,19,3
1520,23,North Kimberlyberg,2024-09-03,8.0,22,1
1521,48,Martinview,2025-02-19,4.0,20,2
1522,57,Millsberg,2024-07-22,4.0,22,2
1523,56,Bennettmouth,2024-07-28,7.0,25,1
1524,27,West Russellport,2025-02-26,7.0,29,1
1525,34,Kennethtown,2025-02-26,1.0,22,2
1526,59,New Jacobchester,2024-07-26,3.0,11,0
1527,30,Welchland,2024-04-11,6.0,20,3
1528,25,Monroeport,2025-03-19,5.0,17,3
1529,55,Johnville,2024-06-23,8.0,21,1
1530,45,West Jenniferberg,2025-01-23,7.0,24,1
1531,26,Port Jonathanfurt,2024-07-19,4.0,24,2
1532,25,Port Todd,2025-06-24,7.0,22,1
1533,55,Davidsonfurt,2025-02-23,4.0,20,2
1534,55,Lake Zachary,2024-11-24,3.0,20,2
1535,33,West Katie,2025-04-05,7.0,29,1
1536,35,Philipland,2025-02-12,5.0,22,2
1537,18,Lake Jackland,2025-03-25,3.0,10,0
1538,59,Port Annmouth,2025-01-13,3.0,15,0
1539,54,Chavezport,2025-09-17,4.0,20,2
1540,42,Amberfurt,2025-06-05,5.0,26,2
1541,29,Rogerside,2026-01-29,12.0,25,1
1542,39,Jenkinston,2024-03-12,7.0,18,3
1543,49,Port Thomasmouth,2026-02-28,4.0,27,2
1544,18,Port Amy,2025-11-17,5.0,14,3
1545,39,East Brittanyport,2025-06-30,6.0,25,2
1546,58,South Angela,2024-11-02,8.0,23,1
1547,54,Port John,2025-04-27,7.0,26,1
1548,41,Brianberg,2024-12-10,6.0,15,3
1549,36,Mcguirechester,2025-07-12,5.0,22,2
1550,28,East Matthewport,2025-01-21,5.0,20,3
1551,57,Melissabury,2025-04-07,10.0,31,1
1552,33,Shanechester,2024-10-14,5.0,22,2
1553,31,East Paul,2025-07-10,5.0,23,2
1554,44,South Kimberly,2025-01-20,6.0,14,3
1555,33,Valerieburgh,2024-06-06,7.0,21,3
1556,58,Mooreburgh,2024-10-20,10.0,21,1
1557,39,New Wayne,2025-01-22,5.0,24,2
1558,33,New Valerieview,2025-07-24,7.0,18,3
1559,22,Brianburgh,2025-06-10,3.0,15,0
1560,44,Gonzalezmouth,2025-10-13,6.0,23,2
1561,23,Hunterchester,2025-01-05,5.0,19,3
1562,32,Lake Kristybury,2025-10-19,3.0,22,2
1563,57,Mcgrathstad,2024-05-01,6.0,22,2
1564,42,Ericburgh,2025-07-20,6.0,18,3
1565,55,Collinsburgh,2025-09-27,3.0,17,0
1566,18,North Linda,2024-04-20,9.0,30,1
1567,35,Port Laurie,2026-01-28,8.0,19,3
1568,30,Reedtown,2025-02-21,5.0,23,2
1569,30,Lake Emma,2024-09-09,6.0,17,3
1570,27,West Russell,2025-06-24,11.0,24,1
1571,23,New Adam,2025-03-01,3.0,14,0
1572,25,Lake Jeffrey,2024-11-20,8.0,27,1
1573,58,New Amanda,2024-11-02,3.0,24,2
1574,49,North Justinmouth,2026-03-09,5.0,18,3
1575,46,Moralesside,2024-12-08,6.0,20,3
1576,29,Lake Lorishire,2025-11-22,3.0,19,0
1577,28,Lake Paulburgh,2025-03-24,9.0,32,1
1578,34,Robertfort,2024-05-12,9.0,24,1
1579,24,North Kevinmouth,2025-11-02,5.0,18,3
1580,33,Port Brandon,2025-06-21,6.0,17,3
1581,46,Markbury,2025-08-25,2.0,19,0
1582,59,North Mercedes,2025-02-12,3.0,18,0
1583,43,Robertmouth,2024-04-25,4.0,22,2
1584,40,Leachside,2024-09-04,8.0,20,3
1585,46,Port Mark,2025-05-20,5.0,24,2
1586,60,Tammyside,2026-01-07,5.0,22,2
1587,28,Dustintown,2024-08-22,10.0,25,1
1588,35,South Jose,2024-06-25,3.0,20,2
1589,30,Mcdonaldfort,2026-01-20,2.0,17,0
1590,55,Port Jimberg,2025-03-05,5.0,25,2
1591,38,East Sue,2024-08-27,7.0,26,1
1592,38,Port Charles,2024-04-07,2.0,17,0
1593,39,South Kellyville,2025-02-24,2.0,18,0
1594,44,Sanchezchester,2025-04-18,7.0,17,3
1595,52,Mitchellmouth,2024-07-31,1.0,12,0
1596,52,East Isabella,2025-12-05,5.0,23,2
1597,26,Brianhaven,2026-02-01,2.0,20,0
1598,56,Jacksonborough,2025-03-19,7.0,11,3
1599,48,Melissaville,2024-10-21,4.0,16,0
1600,49,Walterport,2026-03-05,5.0,16,3
1601,57,Georgeton,2024-09-05,1.0,13,0
1602,32,Robinsonview,2024-09-30,6.0,21,3
1603,27,South Sarah,2025-01-18,5.0,16,3
1604,32,North Jared,2024-11-27,5.0,16,3
1605,40,Sheppardland,2025-11-02,5.0,25,2
1606,48,Jimenezshire,2025-09-20,4.0,15,0
1607,34,Jessicaborough,2024-07-18,4.0,24,2
1608,46,Michelleberg,2024-07-11,6.0,24,2
1609,41,South Daniel,2025-01-16,4.0,18,3
1610,54,Port Monica,2025-09-14,8.0,20,3
1611,41,Wheelerland,2025-08-31,8.0,26,1
1612,36,Miguelburgh,2024-10-08,3.0,22,2
1613,30,Ashleyview,2025-01-09,3.0,20,2
1614,48,South Richardstad,2025-11-29,4.0,16,0
1615,31,New Douglas,2025-07-19,7.0,26,1
1616,35,Lake Robertland,2025-09-05,2.0,22,2
1617,30,Christinemouth,2025-11-23,8.0,18,3
1618,32,Robertville,2024-09-07,9.0,21,1
1619,51,Margaretberg,2025-11-11,2.0,19,0
1620,46,Lake Cynthiachester,2024-03-28,5.0,18,3
1621,20,Laurenshire,2024-04-19,8.0,21,1
1622,24,Moranburgh,2024-06-17,9.0,29,1
1623,25,Valenzuelaside,2025-11-04,5.0,21,2
1624,40,South Tiffanybury,2025-05-20,6.0,21,3
1625,19,Kennethchester,2025-09-05,4.0,23,2
1626,55,East Garyville,2026-01-06,8.0,19,3
1627,60,Patricktown,2024-09-04,6.0,27,1
1628,27,North Mark,2024-08-19,4.0,18,3
1629,56,West Frankborough,2025-04-24,5.0,24,2
1630,58,South Nicole,2025-09-09,4.0,17,0
1631,57,Taylorport,2024-12-03,4.0,20,2
1632,47,Farmerborough,2025-12-15,11.0,23,1
1633,48,Rosschester,2025-09-25,5.0,19,3
1634,31,North William,2025-09-16,4.0,19,3
1635,38,Walshside,2024-07-29,3.0,13,0
1636,45,Lake Michelle,2024-05-15,6.0,18,3
1637,45,North Deannaview,2024-11-13,6.0,21,3
1638,51,South Joshuaton,2025-01-18,6.0,23,2
1639,58,West Paulstad,2025-03-19,6.0,22,2
1640,31,Harpermouth,2025-07-28,8.0,22,1
1641,36,Lake William,2025-07-16,8.0,20,3
1642,43,Christopherhaven,2024-06-07,3.0,16,0
1643,35,New Laurenfort,2024-09-01,6.0,19,3
1644,50,Brownberg,2024-09-28,3.0,18,0
1645,23,East Amystad,2024-06-22,3.0,20,2
1646,37,Deborahstad,2024-11-02,6.0,16,3
1647,23,Mckeemouth,2025-10-24,3.0,15,0
1648,42,Bernardchester,2025-11-29,7.0,19,3
1649,36,Jennaton,2026-02-19,2.0,17,0
1650,55,Patrickport,2025-03-28,7.0,25,1
1651,59,North Ashley,2024-08-29,5.0,20,3
1652,39,New Destiny,2025-09-22,9.0,18,3
1653,52,East Danielmouth,2024-07-10,2.0,11,0
1654,56,Zacharyhaven,2024-07-03,2.0,11,0
1655,48,Colonfurt,2024-07-13,5.0,16,3
1656,43,South Davidshire,2025-12-07,5.0,18,3
1657,37,Stevensonfort,2024-12-20,2.0,22,2
1658,19,East Laurie,2025-04-24,5.0,24,2
1659,59,Allenberg,2024-05-24,7.0,21,3
1660,18,Meyersmouth,2025-05-29,3.0,11,0
1661,26,Lake Mark,2025-11-02,6.0,19,3
1662,31,Nicholsmouth,2025-01-21,5.0,23,2
1663,54,West Adam,2025-01-21,5.0,25,2
1664,50,Carlyport,2025-04-01,5.0,15,3
1665,58,Hoopermouth,2025-03-03,4.0,15,0
1666,55,Catherineland,2024-11-27,8.0,23,1
1667,20,Hobbsfort,2025-03-04,6.0,20,3
1668,57,Lake Steventown,2025-11-15,3.0,23,2
1669,41,Christopherside,2026-02-21,4.0,17,0
1670,21,Steventon,2024-11-22,4.0,17,0
1671,34,Harrisview,2024-10-05,2.0,15,0
1672,40,Matthewchester,2024-09-19,3.0,12,0
1673,47,Danielland,2025-05-14,2.0,17,0
1674,27,Stephanieshire,2024-11-13,3.0,16,0
1675,38,East Erin,2025-10-16,5.0,23,2
1676,27,South Josephhaven,2025-12-01,2.0,18,0
1677,50,Lake Adammouth,2025-04-03,5.0,12,0
1678,56,Lake Jeffreyton,2024-10-20,3.0,18,0
1679,27,Wrightfort,2025-01-07,2.0,18,0
1680,18,North Shanemouth,2025-09-09,3.0,21,2
1681,47,East Mary,2024-11-29,6.0,26,1
1682,41,Davidview,2024-09-21,7.0,33,1
1683,33,Richardshire,2025-08-07,9.0,25,1
1684,56,North Ashley,2025-06-22,6.0,19,3
1685,51,New Michael,2024-09-25,3.0,17,0
1686,46,New Timothyhaven,2024-12-30,7.0,21,3
1687,29,New Kenneth,2025-06-03,4.0,13,0
1688,55,Walterton,2025-09-12,4.0,15,0
1689,28,Jessicabury,2025-06-11,2.0,13,0
1690,35,Whiteside,2026-01-07,4.0,11,0
1691,33,West Kelseyburgh,2025-12-10,2.0,18,0
1692,23,Port Heatherchester,2025-06-08,3.0,19,0
1693,21,New Joan,2024-09-07,4.0,18,3
1694,46,West Jackieborough,2025-03-15,1.0,13,0
1695,28,Sloanchester,2024-06-29,1.0,15,0
1696,34,Obrienberg,2024-07-09,5.0,19,3
1697,36,Sheltonfort,2025-04-06,5.0,20,3
1698,47,Bellburgh,2026-02-16,5.0,17,3
1699,32,East Karenbury,2024-08-13,2.0,16,0
1700,28,East Susan,2024-09-18,6.0,19,3
1701,26,North Alisonfort,2025-07-25,4.0,25,2
1702,51,Lake Brandon,2025-09-20,4.0,20,2
1703,18,Priceland,2024-11-17,7.0,17,3
1704,43,Port Jessica,2024-04-04,4.0,18,3
1705,36,Robinsonberg,2025-12-15,4.0,21,2
1706,24,East Davidborough,2025-05-26,2.0,18,0
1707,29,Jasonview,2024-05-12,4.0,20,2
1708,29,East Jacquelinemouth,2024-11-24,2.0,23,2
1709,53,Lake Sandra,2024-03-21,8.0,26,1
1710,54,Wilsonfort,2024-04-28,6.0,19,3
1711,22,Scottstad,2024-05-21,6.0,22,2
1712,30,Lake Melinda,2025-04-29,8.0,24,1
1713,51,Paulstad,2025-07-26,3.0,21,2
1714,47,Blevinsmouth,2025-12-19,5.0,18,3
1715,23,Rodriguezberg,2026-01-31,4.0,21,2
1716,41,Port Kathleen,2025-01-15,1.0,23,2
1717,39,New Joanna,2026-02-24,2.0,14,0
1718,25,Dennisfort,2024-08-30,1.0,18,0
1719,49,Port Jason,2024-03-13,3.0,22,2
1720,28,West Anthony,2024-07-12,4.0,25,2
1721,29,Stevenchester,2024-12-24,2.0,12,0
1722,21,South Dale,2024-09-19,1.0,12,0
1723,18,South Aprilview,2024-12-31,7.0,18,3
1724,43,Lake Justinfort,2024-09-17,1.0,24,2
1725,45,Danielburgh,2026-02-04,6.0,29,1
1726,35,Williamsbury,2026-01-03,7.0,22,1
1727,58,Port Crystal,2024-07-19,5.0,22,2
1728,20,Chapmanton,2024-05-31,5.0,20,3
1729,22,South Jasmineborough,2024-04-08,7.0,20,3
1730,32,Woodsside,2024-05-19,6.0,19,3
1731,49,North Marc,2025-04-13,6.0,13,3
1732,19,Coopertown,2026-02-20,4.0,25,2
1733,47,Mosleyhaven,2025-05-10,9.0,20,1
1734,43,Collinsmouth,2025-05-31,5.0,17,3
1735,25,Kevinchester,2025-11-01,4.0,16,0
1736,46,Patrickhaven,2025-01-25,7.0,19,3
1737,40,East Tyler,2025-02-07,1.0,11,0
1738,43,Williamsland,2025-07-07,4.0,27,2
1739,24,Thomasside,2024-09-06,10.0,22,1
1740,40,North Davidborough,2024-10-02,5.0,20,3
1741,42,Christopherport,2025-01-25,6.0,19,3
1742,47,Cruzport,2024-07-20,6.0,17,3
1743,26,North Carolyn,2024-07-09,8.0,28,1
1744,51,Lake Maryton,2025-06-24,3.0,13,0
1745,44,Williammouth,2024-10-21,4.0,12,0
1746,56,Barronbury,2025-03-20,1.0,11,0
1747,30,Jacobborough,2024-05-11,6.0,22,2
1748,28,Wesleymouth,2026-02-09,5.0,28,2
1749,37,Ramirezbury,2025-04-23,6.0,18,3
1750,51,West Amanda,2024-06-26,4.0,19,3
1751,47,South Josephshire,2025-09-02,6.0,22,2
1752,39,Jonville,2025-02-03,3.0,16,0
1753,32,West Robert,2025-05-24,7.0,33,1
1754,32,Jonesstad,2024-11-21,4.0,23,2
1755,20,Patrickland,2025-07-14,4.0,15,0
1756,32,Cassidystad,2025-11-18,4.0,15,0
1757,45,West Nicole,2025-11-16,5.0,15,3
1758,55,Lake Julie,2024-08-06,5.0,17,3
1759,45,East Maryburgh,2025-06-08,4.0,14,0
1760,43,Powellfurt,2024-12-18,3.0,16,0
1761,45,Phillipsmouth,2025-10-04,6.0,23,2
1762,41,North Melissafort,2025-02-13,6.0,15,3
1763,31,Brooksside,2025-12-28,3.0,21,2
1764,31,West Kaitlyn,2024-06-01,4.0,18,3
1765,30,New Nathan,2024-08-26,6.0,19,3
